"","Id","treatment","flowering","SR","sdNDVI","CVNDVI","RaoQ","MPD","CHV","CVrefl","SpSp"
"1","A03","LP_LF_F",1,30,0.121170989046818,0.22263605407107,3.20658304540531,3.62877425988896,166.271881477141,0.406083588495202,47.75
"2","A04","HP_HF_U",0,19,0.100641693041146,0.153296434935268,1.82183865739309,2.19992355280776,96.1743516329138,0.313987228905023,51
"3","A05","Leo_his_U",0,29,0.11735641044102,0.185967484104428,1.57587076262491,1.98394965144447,49.9712901741446,0.285087613515915,51
"4","A06","Hyp_per_F",1,26,0.130412760615931,0.224936523145548,3.66258939419606,4.01673223460218,202.476642356199,0.414859154446579,41.75
"5","A07","HP_LF_U",0,20,0.132434712863873,0.240607286819658,3.35755113597149,3.83181557322574,245.709526826253,0.441514836001856,51
"6","A08","Hyp_per_U",1,26,0.12309747120355,0.205948049563459,3.18510130202553,3.47781565894797,220.259953344272,0.407296918713853,41.125
"7","A09","Lyc_flo_U",0,21,0.115528900565723,0.207946967397593,1.46680126013443,1.77682363795134,65.3728343708847,0.284904501644565,50.625
"8","A14","Hol_lan_F",0,28,0.119581846217616,0.213447307659771,1.86191622250266,2.24432040265324,120.37018232405,0.304802797105304,49
"9","A15","Hyp_per_F",1,22,0.12070237732185,0.200046210078888,2.99917720982557,3.40990887206856,146.578114380617,0.387632773702355,51
"10","A16","Hol_lan_U",1,25,0.111577957748586,0.205551074095228,2.11867340278807,2.49235931208668,112.217304986389,0.359831836471415,50.25
"11","A17","HP_HF_F",1,17,0.127680255301705,0.22812353500078,3.46207444887839,3.97513064268375,217.469079645534,0.431687539560085,51
"12","B03","Leo_his_F",0,31,0.105202634250253,0.174220204973782,1.85946049144225,2.20893951605504,103.117381297189,0.303547293993928,50.5
"13","B04","LP_LF_F",1,23,0.112616056442115,0.208446011178078,2.98516292254337,3.37131904200639,171.176337030587,0.413832181520659,49.5
"14","B05","HP_HF_F",1,27,0.145129345960765,0.252460039110711,3.69978466515721,4.31291176551845,175.708334684381,0.425553619771188,51
"15","B06","Dac_glo_U",0,25,0.104242376741805,0.174452397844667,1.50344914881422,1.81634375141195,97.1796737354492,0.297274668170017,49
"16","B07","Leu_vul_F",0,20,0.115771632479757,0.217044137700269,1.57197786377046,1.88923496637755,72.5949502805554,0.28965191539522,50.625
"17","B08","Tri_arv_U",0,23,0.106528051728858,0.170108796135475,2.10611133422732,2.4731332919464,103.558582336368,0.345486687092757,51
"18","B09","HP_HF_F",0,23,0.116931890712165,0.173224154184053,2.24889294033012,2.76471275736827,166.665461506035,0.360671542808293,50.5
"19","B13","Vic_sep_F",1,23,0.132911243866068,0.213460033627573,2.62428402655536,3.09670756442715,156.590467564829,0.421283335940407,51
"20","B14","Lyc_flo_F",1,20,0.119199056789581,0.204140927778176,1.71467244729679,2.06953074336867,72.8086196816454,0.328176977659277,50.375
"21","B15","Leu_vul_U",0,18,0.102831676971282,0.18299153287471,1.44021347872136,1.76054358880301,42.9406777964993,0.260038330888442,51
"22","B16","LP_HF_U",1,15,0.125956557153473,0.229296412218206,3.32007895153874,3.81961929353107,207.787153049117,0.430377478803949,51
"23","B17","Hol_lan_F",1,23,0.115208165044851,0.209460436720938,2.06366073866198,2.43500272855052,129.563368414315,0.345922876299593,51
"24","C03","HP_HF_U",1,26,0.143746020473783,0.242743738109687,3.34389240277684,3.93776368477452,262.858831237996,0.449949483354604,48.25
"25","C04","HP_LF_F",1,20,0.144976822737285,0.253527140303837,3.2566986913539,3.78767740728923,152.802074735147,0.434297247498084,50.75
"26","C05","Lot_cor_U",0,36,0.11437436348892,0.161999780732301,1.94821009132175,2.39014298745659,144.632457041416,0.350635613460846,51
"27","C06","Alo_pra_U",0,26,0.109243882405595,0.158271691879271,1.90948812781868,2.33674372778046,111.681908937008,0.368831118044671,51
"28","C07","Ant_vul_F",0,19,0.121640766497113,0.194455438061626,2.08753209238621,2.47380630263122,150.589835577559,0.38093133046685,50.875
"29","C08","LP_LF_U",1,19,0.1269194030178,0.240054939124556,3.75214718837182,4.20939566711757,177.45816185206,0.431868251258812,50.875
"30","C09","HP_LF_F",0,18,0.0996579571479603,0.157585675883474,1.62693784861769,1.92101452294352,99.7234000440761,0.295305953519934,50.375
"31","C10","Hyp_per_F",1,27,0.143915361440328,0.250699187314505,3.79823628994621,4.12410317353283,181.271863600935,0.391767583311382,42
"32","C11","LP_HF_F",0,24,0.117536142192663,0.176448585260932,1.93523700858466,2.35097638874209,135.735248169695,0.330436120747264,51
"33","C13","HP_LF_F",0,27,0.10918154794367,0.153338794366313,1.75531531079944,2.15639452179733,140.314744401571,0.350614235655124,51
"34","C14","HP_LF_F",1,18,0.142458351173313,0.248423927740149,3.42715440452832,3.95509754216418,199.220121050756,0.436797843610944,51
"35","C15","Pru_vul_F",0,25,0.111266522947515,0.184037726396702,1.99130299758774,2.40229485062996,99.6491759626291,0.320854881180056,51
"36","C16","Dac_glo_F",0,14,0.102512317712525,0.157655820484636,1.76198449179641,2.11987084456808,99.1635425072863,0.310072549216259,50.875
"37","C17","Poa_pra_U",0,20,0.107253776968461,0.179199014441755,1.40850986109707,1.74791598759255,85.4690724528984,0.269746331997521,51
"38","C18","Ant_vul_U",1,27,0.119793123511401,0.184139450420353,2.08634147166702,2.50124730134472,162.153003386109,0.379881434543671,51
"39","D03","Dia_del_F",1,26,0.118954399919165,0.183108584640099,2.27774992919804,2.69094628715332,246.964426479612,0.422629489728924,51
"40","D04","Alo_pra_F",0,20,0.113438883003895,0.165488923336113,1.57072890682423,1.95373635303112,59.8848700492068,0.3185418202215,50.125
"41","D05","LP_LF_F",1,31,0.14743421272999,0.245927822829656,3.28747687946069,3.88153182067327,199.557064875764,0.41372058060915,50.5
"42","D06","Dac_glo_F",1,25,0.103880672547079,0.157723027327831,2.18498750605429,2.56137970215192,233.342378328527,0.348469874175345,51
"43","D07","Hol_lan_U",0,23,0.11419277049136,0.182281216169755,1.95074976402519,2.31822574006665,105.536931251811,0.350745456011137,51
"44","D08","Ach_mil_U",1,21,0.137651207222516,0.250313043183173,3.8617538344761,4.45079492611038,300.872393755743,0.408757753658271,51
"45","D09","LP_HF_U",1,24,0.103659498255524,0.150549764211026,1.81717242680055,2.18915010469757,192.592937336655,0.355671225699531,50.875
"46","D10","Lyc_flo_F",1,29,0.11580039400371,0.178225110455766,2.0441151845264,2.44276844843573,200.558662627093,0.387158577667022,51
"47","D11","Pla_med_F",1,25,0.118634756451077,0.203397869903291,2.09664101532393,2.47407365928917,133.150445672514,0.352102140447957,50.875
"48","D12","Lot_cor_F",0,28,0.109534980498605,0.166105353464965,2.31277042085276,2.69794199784178,84.6500422242647,0.343787899694786,51
"49","D13","Poa_pra_F",0,21,0.129114580852885,0.217167063808179,1.6782202383317,2.11555511040095,65.7058007199972,0.299426724817499,49.25
"50","D14","HP_LF_U",1,21,0.127584305274264,0.194059709438217,2.72792217705713,3.14567672927152,294.028442174742,0.409977448437558,49.875
"51","D15","HP_HF_U",0,21,0.110001581533116,0.162075156828613,1.79859102540672,2.22304091597222,85.8964234833216,0.304904824086279,48.625
"52","D16","Hol_lan_U",1,21,0.128123276815982,0.213788203674403,1.92086181949383,2.31410953971127,111.168421627744,0.341651208934831,45.5
"53","D17","HP_LF_F",1,24,0.115863708937797,0.167616020006232,2.08385918435222,2.49415206407841,115.938403937131,0.339473196618638,51
"54","D18","LP_HF_U",1,19,0.145943226953089,0.255252088021295,3.44495260802223,3.97942205768199,134.17068282379,0.426311648421885,51
"55","D19","Ach_mil_U",1,17,0.12473182546377,0.236414199562321,2.60581093465601,2.99416223748363,113.434902493619,0.396163110291921,50.625
"56","E03","LP_LF_U",0,24,0.111209126807372,0.166766415444005,1.64738136939878,2.00921353290442,125.211418611296,0.332167103117682,50.875
"57","E04","LP_LF_F",0,22,0.106330810369075,0.157279609121363,2.06951033067174,2.44732768084857,52.3206203844553,0.339902883098781,51
"58","E05","Ant_odo_F",0,28,0.0926825373613054,0.128423671705613,2.08578483646318,2.455784548511,89.576612139901,0.321874640569819,51
"59","E06","LP_LF_F",1,27,0.13885454014869,0.23720746262533,3.21971826638273,3.73602264324792,205.097468492695,0.421287406917144,51
"60","E07","LP_HF_U",0,21,0.0983675496594771,0.134574126356364,1.77313320625267,2.18736132431312,121.000524242443,0.332551626955507,51
"61","E08","Lyc_flo_F",0,28,0.130640901738648,0.225870153715069,1.97705402882962,2.5002077960454,105.076566938084,0.33827775294681,51
"62","E09","HP_LF_F",1,24,0.104730288816914,0.148642952915003,1.77709316186477,2.13565001144035,162.571088401384,0.345140533075211,51
"63","E10","HP_LF_U",1,18,0.108753957271445,0.161103529573501,1.86448242387679,2.17028626099629,117.880224749721,0.374817900444217,51
"64","E11","Ant_odo_F",0,14,0.116551012884199,0.17329946840546,2.34073585268984,2.78119153777607,147.425434641451,0.349331146969337,51
"65","E12","LP_LF_U",1,25,0.12122409256989,0.188420776204195,2.22040187897866,2.6214466258174,269.375071025444,0.373589400787477,51
"66","E13","LP_HF_U",1,21,0.101969080116106,0.163085634006448,1.95502539732432,2.34949989454405,133.479490173526,0.337603093748502,34.375
"67","E14","HP_LF_U",1,15,0.1405088844246,0.246264334562255,3.2868929863046,3.83060793485427,269.96783148604,0.427333815355451,47.5
"68","E15","Dia_del_U",0,20,0.095351904558632,0.141032578059671,1.70287704928141,2.03724546275044,179.67580403631,0.293327923598701,43.875
