"","Id","treatment","flowering","SR","sdNDVI","CVNDVI","RaoQ","MPD","CHV","CVrefl","SpSp"
"135","I10","Vic_sep_F",1,25,0.096231066835307,0.141219917998685,2.01692504468004,2.35472889139967,48.0457004806551,0.366214893243393,47.3333333333333
"136","I11","Poa_pra_F",0,22,0.103808740637423,0.166877951160567,1.83337425644662,2.11899576057545,65.7343654140592,0.323126793824042,43.1111111111111
"137","I12","LP_LF_U",0,25,0.0893999176600947,0.155779953734762,1.65373977132802,1.90239168888749,24.6203949017335,0.29302793285572,35.5555555555556
"138","I13","Vic_sep_U",0,19,0.081814103699025,0.139594970222382,1.80299061631264,2.05263800382667,28.3346512134677,0.290975483799738,37.7777777777778
"139","I14","Dac_glo_F",0,20,0.0869219303560037,0.140346051590215,1.52103014175567,1.79913364839922,19.7164855688704,0.246014387290589,41.4444444444444
"140","I15","Leu_vul_U",0,19,0.0848264378545345,0.139546958364474,1.38612947485977,1.59523305908102,9.91206742429558,0.247114841183921,35.7777777777778
"141","I16","Tri_arv_U",1,22,0.0966717507292702,0.166017972249741,1.94434883816495,2.16761941592189,89.668644603031,0.364480946159506,43.8888888888889
"142","I17","Poa_pra_F",0,30,0.093721189073459,0.178612929952367,1.58821465731371,1.82069407897649,22.6480934399369,0.274918589262219,39.8888888888889
"143","I18","Hol_lan_F",1,34,0.107728644410266,0.197152503680545,1.91884066109161,2.20239202977918,34.534676303695,0.341266229926019,46.4444444444444
"144","I19","HP_HF_U",0,29,0.0718709817344894,0.112411761148717,1.55440789699741,1.79608729260502,41.1609582182494,0.254302081347771,44.2222222222222
"145","I20","Ant_vul_F",0,25,0.101314859677565,0.165000111524025,1.76282758662545,2.03295149032222,32.1634307640783,0.351023494593022,48.1111111111111
"146","J04","LP_HF_U",0,21,0.0981411396967731,0.142999092302026,1.52353540523782,1.82561074150411,24.6445527619771,0.315302448265103,45.3333333333333
"147","J05","LP_LF_U",0,22,0.10734966013438,0.175305868312031,1.35983689832721,1.65757535515698,11.5316622327146,0.308885395943648,49.8888888888889
"148","J06","Hyp_per_U",1,25,0.126683435831798,0.231032739493099,3.69938620881667,3.94126601961913,143.245477748972,0.492208156438682,48
"149","J07","Lot_cor_F",0,28,0.0848375555469782,0.134236916910963,2.02817701915166,2.31072053999524,38.0928435517965,0.318249387144606,48.7777777777778
"150","J08","Tri_arv_F",0,29,0.0932190034487345,0.167463898340065,1.39604419427679,1.65060393387428,10.8904233310812,0.255798291320946,39.6666666666667
"151","J09","LP_HF_F",1,25,0.121307605111139,0.218678050564543,3.05656196362997,3.49508331628533,72.7875296961173,0.398055498456847,39.7777777777778
"152","J10","HP_HF_U",0,19,0.0842523981271087,0.12283477657549,1.77028497342813,2.06920865187083,18.326085282685,0.289733747048132,42.8888888888889
"153","J11","Hyp_per_U",1,16,0.122503603860854,0.213916215484275,3.21715362665843,3.44365688792813,60.4863158657217,0.391383747270984,42
"154","J12","LP_HF_F",0,28,0.0880479311040227,0.135486192154551,1.98687624237915,2.29946714522387,27.883146275518,0.310447930299363,49.6666666666667
"155","J13","Pla_med_F",0,22,0.0976342266357206,0.186912337227397,1.66295135269066,1.93402627303423,21.6609750324357,0.264924389008969,33.2222222222222
"156","J14","Ach_mil_U",1,12,0.111714921029816,0.231124166431261,3.33385473793768,3.6672116370162,78.0532227915619,0.427139019426664,44
"157","J15","Ant_vul_U",0,21,0.0998796062136776,0.185063443393669,1.49133316064472,1.73348756094081,16.1316949168994,0.259318424427695,35.4444444444444
"158","J16","HP_LF_U",0,32,0.123457594887887,0.201185988050081,2.21197226771366,2.53903293864682,29.6958993466179,0.349711413215398,43.5555555555556
"159","J17","Tri_pra_U",0,29,0.112293113770422,0.188806531384956,2.11219590994079,2.41536226782242,32.7905643200115,0.325424815190919,46.3333333333333
